market_id,interval,open_time,close_time,open_price,high_price,low_price,close_price,volume,quote_volume,trade_count,taker_buy_base_volume,taker_buy_quote_volume,inserted_at
297,5m,2025-05-01 06:15:00.000000 +00:00,2025-05-01 06:19:59.999000 +00:00,0.6903000000,0.6910000000,0.6895000000,0.6899000000,196023.8000000000,135305.7437500000,514,98416.1000000000,67947.4569700000,2026-01-06 08:50:45.802252 +00:00
297,5m,2025-05-01 06:20:00.000000 +00:00,2025-05-01 06:24:59.999000 +00:00,0.6899000000,0.6901000000,0.6896000000,0.6899000000,30295.5000000000,20902.2016800000,256,13755.5000000000,9490.6015700000,2026-01-06 08:50:45.802252 +00:00
297,5m,2025-05-01 06:25:00.000000 +00:00,2025-05-01 06:29:59.999000 +00:00,0.6898000000,0.6904000000,0.6897000000,0.6903000000,75439.4000000000,52061.1250100000,269,28723.9000000000,19823.4296900000,2026-01-06 08:50:45.802252 +00:00
297,5m,2025-05-01 06:30:00.000000 +00:00,2025-05-01 06:34:59.999000 +00:00,0.6904000000,0.6906000000,0.6894000000,0.6903000000,152811.5000000000,105405.5042400000,382,30478.3000000000,21027.2393500000,2026-01-06 08:50:45.802252 +00:00
297,5m,2025-05-01 06:35:00.000000 +00:00,2025-05-01 06:39:59.999000 +00:00,0.6902000000,0.6906000000,0.6895000000,0.6897000000,34290.6000000000,23661.7430100000,246,17551.9000000000,12110.7179600000,2026-01-06 08:50:45.802252 +00:00
297,5m,2025-05-01 06:40:00.000000 +00:00,2025-05-01 06:44:59.999000 +00:00,0.6898000000,0.6898000000,0.6888000000,0.6891000000,189915.4000000000,130903.6083300000,426,115764.5000000000,79799.5901400000,2026-01-06 08:50:45.802252 +00:00
297,5m,2025-05-01 06:45:00.000000 +00:00,2025-05-01 06:49:59.999000 +00:00,0.6891000000,0.6900000000,0.6888000000,0.6893000000,167755.0000000000,115605.4653000000,518,45321.8000000000,31237.4243500000,2026-01-06 08:50:45.802252 +00:00
297,5m,2025-05-01 06:50:00.000000 +00:00,2025-05-01 06:54:59.999000 +00:00,0.6893000000,0.6900000000,0.6889000000,0.6900000000,171836.0000000000,118450.4135600000,511,76068.6000000000,52445.5446900000,2026-01-06 08:50:45.802252 +00:00
297,5m,2025-05-01 06:55:00.000000 +00:00,2025-05-01 06:59:59.999000 +00:00,0.6900000000,0.6907000000,0.6898000000,0.6904000000,61524.0000000000,42468.2889200000,289,37376.8000000000,25795.9991400000,2026-01-06 08:50:45.802252 +00:00
297,5m,2025-05-01 07:00:00.000000 +00:00,2025-05-01 07:04:59.999000 +00:00,0.6903000000,0.6903000000,0.6888000000,0.6899000000,37824.6000000000,26079.4937500000,331,15053.5000000000,10377.2458100000,2026-01-06 08:50:45.802252 +00:00
297,5m,2025-05-01 07:05:00.000000 +00:00,2025-05-01 07:09:59.999000 +00:00,0.6899000000,0.6910000000,0.6899000000,0.6910000000,69527.1000000000,48008.5394500000,305,53929.9000000000,37240.0893900000,2026-01-06 08:50:45.802252 +00:00
297,5m,2025-05-01 07:10:00.000000 +00:00,2025-05-01 07:14:59.999000 +00:00,0.6909000000,0.6911000000,0.6906000000,0.6909000000,56455.4000000000,39004.5417600000,192,37908.7000000000,26191.0711800000,2026-01-06 08:50:45.802252 +00:00
297,5m,2025-05-01 07:15:00.000000 +00:00,2025-05-01 07:19:59.999000 +00:00,0.6908000000,0.6910000000,0.6902000000,0.6904000000,39317.0000000000,27145.7913800000,252,13778.2000000000,9512.8436700000,2026-01-06 08:50:45.802252 +00:00
297,5m,2025-05-01 07:20:00.000000 +00:00,2025-05-01 07:24:59.999000 +00:00,0.6904000000,0.6914000000,0.6904000000,0.6911000000,49870.8000000000,34463.5335000000,229,27159.6000000000,18767.8763500000,2026-01-06 08:50:45.802252 +00:00
297,5m,2025-05-01 07:25:00.000000 +00:00,2025-05-01 07:29:59.999000 +00:00,0.6912000000,0.6915000000,0.6910000000,0.6910000000,103170.8000000000,71322.0770000000,206,47844.4000000000,33075.3163700000,2026-01-06 08:50:45.802252 +00:00
297,5m,2025-05-01 07:30:00.000000 +00:00,2025-05-01 07:34:59.999000 +00:00,0.6910000000,0.6924000000,0.6909000000,0.6922000000,539312.1000000000,372817.5931500000,438,475921.9000000000,328992.8244500000,2026-01-06 08:50:45.802252 +00:00
297,5m,2025-05-01 07:35:00.000000 +00:00,2025-05-01 07:39:59.999000 +00:00,0.6923000000,0.6931000000,0.6922000000,0.6924000000,237867.8000000000,164784.2871400000,521,109766.0000000000,76042.2920600000,2026-01-06 08:50:45.802252 +00:00
297,5m,2025-05-01 07:40:00.000000 +00:00,2025-05-01 07:44:59.999000 +00:00,0.6924000000,0.6931000000,0.6919000000,0.6928000000,96143.5000000000,66588.8731300000,391,80009.4000000000,55413.2476400000,2026-01-06 08:50:45.802252 +00:00
297,5m,2025-05-01 07:45:00.000000 +00:00,2025-05-01 07:49:59.999000 +00:00,0.6928000000,0.6933000000,0.6927000000,0.6928000000,163318.7000000000,113180.0321000000,434,93654.9000000000,64899.9065000000,2026-01-06 08:50:45.802252 +00:00
297,5m,2025-05-01 07:50:00.000000 +00:00,2025-05-01 07:54:59.999000 +00:00,0.6929000000,0.6938000000,0.6925000000,0.6927000000,281957.6000000000,195432.3547500000,600,117492.8000000000,81453.1071100000,2026-01-06 08:50:45.802252 +00:00
297,5m,2025-05-01 07:55:00.000000 +00:00,2025-05-01 07:59:59.999000 +00:00,0.6927000000,0.6929000000,0.6916000000,0.6916000000,138582.4000000000,95954.3495500000,251,15928.3000000000,11029.6662500000,2026-01-06 08:50:45.802252 +00:00
297,5m,2025-05-01 08:00:00.000000 +00:00,2025-05-01 08:04:59.999000 +00:00,0.6917000000,0.6933000000,0.6916000000,0.6916000000,128028.4000000000,88648.6137400000,514,70904.8000000000,49107.2169300000,2026-01-06 08:50:45.802252 +00:00
297,5m,2025-05-01 08:05:00.000000 +00:00,2025-05-01 08:09:59.999000 +00:00,0.6916000000,0.6928000000,0.6912000000,0.6923000000,125692.0000000000,86934.7793900000,447,48378.7000000000,33459.2368100000,2026-01-06 08:50:45.802252 +00:00
297,5m,2025-05-01 08:10:00.000000 +00:00,2025-05-01 08:14:59.999000 +00:00,0.6922000000,0.6930000000,0.6916000000,0.6919000000,705463.2000000000,488352.5906800000,865,301897.9000000000,208946.7402100000,2026-01-06 08:50:45.802252 +00:00
